ano,name_artist,Gêneros,num
1972,The Edgar Winter Group,album rock,1
1972,America,album rock,1
1972,Focus,album rock,1
1972,The Edgar Winter Group,album rock,1
1972,Loggins & Messina,album rock,1
1972,America,album rock,1
1972,Paul Davis,album rock,1
1972,Mott The Hoople,album rock,1
1972,Mott The Hoople,album rock,1
1972,The Doobie Brothers,album rock,1
1972,The Band,album rock,1
1972,Styx,album rock,1
1972,Jackson Browne,album rock,1
1972,Alice Cooper,album rock,1
1972,America,album rock,1
1972,Todd Rundgren,album rock,1
1972,Jackson Browne,album rock,1
1972,America,album rock,1
1972,Poco,album rock,1
1972,"Blood, Sweat & Tears",album rock,1
1972,Eagles,album rock,1
1972,Eagles,album rock,1
1972,Eagles,album rock,1
1971,Billy Joel,album rock,1
1971,Jethro Tull,album rock,1
1971,Wings,album rock,1
1971,The Who,album rock,1
1971,The Doors,album rock,1
1971,James Gang,album rock,1
1971,The Moody Blues,album rock,1
1971,The Doors,album rock,1
1971,Jethro Tull,album rock,1
1971,The Rolling Stones,album rock,1
1971,Eric Clapton,album rock,1
1971,The Doors,album rock,1
1971,The Rolling Stones,album rock,1
1971,The Byrds,album rock,1
1971,The Who,album rock,1
1971,The Who,album rock,1
1971,Badfinger,album rock,1
1971,Led Zeppelin,album rock,1
1971,"Emerson, Lake & Palmer",album rock,1
1971,Led Zeppelin,album rock,1
1971,Badfinger,album rock,1
1971,Yes,album rock,1
1971,The Rolling Stones,album rock,1
1971,The Doobie Brothers,album rock,1
1971,Loggins & Messina,album rock,1
1971,Alice Cooper,album rock,1
1971,Faces,album rock,1
1971,Alice Cooper,album rock,1
1971,The J. Geils Band,album rock,1
1971,The Guess Who,album rock,1
1971,Sweet,album rock,1
1971,Gordon Lightfoot,album rock,1
1971,Alice Cooper,album rock,1
1971,Mountain,album rock,1
1971,The Guess Who,album rock,1
1971,The Guess Who,album rock,1
1971,Paul Davis,album rock,1
1971,The Guess Who,album rock,1
1971,The Guess Who,album rock,1
1971,The Guess Who,album rock,1
1971,The Guess Who,album rock,1
1971,Alice Cooper,album rock,1
1971,"Blood, Sweat & Tears",album rock,1
1970,George Harrison,album rock,1
1970,Eric Clapton,album rock,1
1970,Black Sabbath,album rock,1
1970,George Harrison,album rock,1
1970,Black Sabbath,album rock,1
1970,Neil Young,album rock,1
1970,Eric Clapton,album rock,1
1970,Ringo Starr,album rock,1
1970,Free,album rock,1
1970,"Crosby, Stills, Nash & Young",album rock,1
1970,Traffic,album rock,1
1970,Three Dog Night,album rock,1
1970,Steve Miller Band,album rock,1
1970,Bob Dylan,album rock,1
1970,"Crosby, Stills, Nash & Young",album rock,1
1970,The Moody Blues,album rock,1
1970,"Crosby, Stills, Nash & Young",album rock,1
1970,Badfinger,album rock,1
1970,Free,album rock,1
1970,Eric Clapton,album rock,1
1970,Gordon Lightfoot,album rock,1
1970,Todd Rundgren,album rock,1
1970,Grand Funk Railroad,album rock,1
1970,The Guess Who,album rock,1
1970,Poco,album rock,1
1970,Mountain,album rock,1
1970,Led Zeppelin,album rock,1
1970,"Blood, Sweat & Tears",album rock,1
1969,The Rolling Stones,album rock,1
1969,Joe Cocker,album rock,1
1969,The Byrds,album rock,1
1969,Bob Dylan,album rock,1
1969,The Byrds,album rock,1
1969,Creedence Clearwater Revival,album rock,1
1969,Joe Cocker,album rock,1
1969,Creedence Clearwater Revival,album rock,1
1969,Bob Dylan,album rock,1
1969,Steppenwolf,album rock,1
1969,Creedence Clearwater Revival,album rock,1
1969,The Who,album rock,1
1969,The Doors,album rock,1
1969,Creedence Clearwater Revival,album rock,1
1969,The Moody Blues,album rock,1
1969,The Who,album rock,1
1969,Bob Dylan,album rock,1
1969,Creedence Clearwater Revival,album rock,1
1969,Bob Seger,album rock,1
1969,The Doors,album rock,1
1969,Cream,album rock,1
1969,Creedence Clearwater Revival,album rock,1
1969,The Doors,album rock,1
1969,Bob Seger,album rock,1
1969,Joe Cocker,album rock,1
1969,The Rolling Stones,album rock,1
1969,The Rolling Stones,album rock,1
1969,The Band,album rock,1
1969,The Kinks,album rock,1
1969,Led Zeppelin,album rock,1
1969,Led Zeppelin,album rock,1
1969,The Rolling Stones,album rock,1
1969,Traffic,album rock,1
1969,Three Dog Night,album rock,1
1968,Steve Miller Band,album rock,1
1968,Steppenwolf,album rock,1
1968,Jimi Hendrix,album rock,1
1968,Creedence Clearwater Revival,album rock,1
1968,Cream,album rock,1
1968,Jimi Hendrix,album rock,1
1968,The Moody Blues,album rock,1
1968,The Doors,album rock,1
1968,The Doors,album rock,1
1968,The Byrds,album rock,1
1968,Cream,album rock,1
1968,Deep Purple,album rock,1
1968,Steppenwolf,album rock,1
1968,"Blood, Sweat & Tears",album rock,1
1968,"Blood, Sweat & Tears",album rock,1
1968,"Blood, Sweat & Tears",album rock,1
1967,Procol Harum,album rock,1
1967,The Who,album rock,1
1967,The Doors,album rock,1
1967,Cream,album rock,1
1967,Jimi Hendrix,album rock,1
1967,The Doors,album rock,1
1967,Jimi Hendrix,album rock,1
1967,The Who,album rock,1
1967,The Doors,album rock,1
1967,Jimi Hendrix,album rock,1
1967,The Kinks,album rock,1
1967,The Byrds,album rock,1
1967,The Byrds,album rock,1
1967,The Rolling Stones,album rock,1
1967,The Byrds,album rock,1
1967,The Rolling Stones,album rock,1
1967,The Yardbirds,album rock,1
1967,The Yardbirds,album rock,1
1967,Bob Dylan,album rock,1
1966,The Rolling Stones,album rock,1
1966,Bob Dylan,album rock,1
1966,Bob Dylan,album rock,1
1966,The Rolling Stones,album rock,1
1966,The Byrds,album rock,1
1966,Bob Dylan,album rock,1
1966,The Rolling Stones,album rock,1
1966,Bob Dylan,album rock,1
1966,The Rolling Stones,album rock,1
1966,Bob Dylan,album rock,1
1966,The Byrds,album rock,1
1966,The Rolling Stones,album rock,1
1966,The Kinks,album rock,1
1966,The Rolling Stones,album rock,1
1966,The Yardbirds,album rock,1
1966,The Yardbirds,album rock,1
1965,The Byrds,album rock,1
1965,The Kinks,album rock,1
1965,The Byrds,album rock,1
1965,The Byrds,album rock,1
1965,Bob Dylan,album rock,1
1965,The Kinks,album rock,1
1965,The Byrds,album rock,1
1965,The Byrds,album rock,1
1965,The Kinks,album rock,1
1965,The Kinks,album rock,1
1965,Bob Dylan,album rock,1
1965,The Kinks,album rock,1
1965,The Moody Blues,album rock,1
1965,The Rolling Stones,album rock,1
1965,The Rolling Stones,album rock,1
1965,The Rolling Stones,album rock,1
1964,The Kinks,album rock,1
1964,The Kinks,album rock,1
1964,The Rolling Stones,album rock,1
1960,The Moody Blues,album rock,1
1960,The Moody Blues,album rock,1
2007,The Shins,albuquerque indie,1
2014,Graham Parker,alternative country,1
2013,Steve Forbert,alternative country,1
2011,Steve Forbert,alternative country,1
2011,Nick Lowe,alternative country,1
2011,Loudon Wainwright III,alternative country,1
2006,Cracker,alternative country,1
2005,Marshall Crenshaw,alternative country,1
2001,Jerry Jeff Walker,alternative country,1
1997,The Replacements,alternative country,1
1996,Graham Parker,alternative country,1
1995,Matthew Sweet,alternative country,1
1993,The Lemonheads,alternative country,1
1986,Warren Zevon,alternative country,1
1984,Emmylou Harris,alternative country,1
1980,Rodney Crowell,alternative country,1
1980,Warren Zevon,alternative country,1
1979,Rosanne Cash,alternative country,1
1978,Emmylou Harris,alternative country,1
1975,Emmylou Harris,alternative country,1
1968,Jerry Jeff Walker,alternative country,1
2019,Underworld,alternative dance,1
2013,Arcade Fire,alternative dance,1
2013,Capital Cities,alternative dance,1
2012,Passion Pit,alternative dance,1
2009,Ratatat,alternative dance,1
2009,La Roux,alternative dance,1
2009,Phoenix,alternative dance,1
2009,Shiny Toy Guns,alternative dance,1
2008,Empire of the Sun,alternative dance,1
2007,MGMT,alternative dance,1
2007,Björk,alternative dance,1
2007,The Ting Tings,alternative dance,1
2007,The Ting Tings,alternative dance,1
2006,Yeah Yeah Yeahs,alternative dance,1
2005,CSS,alternative dance,1
2005,The Bravery,alternative dance,1
2005,Garbage,alternative dance,1
2003,Yeah Yeah Yeahs,alternative dance,1
1998,Garbage,alternative dance,1
1998,Garbage,alternative dance,1
1997,The Chemical Brothers,alternative dance,1
1995,Garbage,alternative dance,1
1995,Garbage,alternative dance,1
1995,Garbage,alternative dance,1
1993,Björk,alternative dance,1
1988,Underworld,alternative dance,1
2019,Common,alternative hip hop,1
2019,Erick Sermon,alternative hip hop,1
2019,Ol' Dirty Bastard,alternative hip hop,1
2017,The Roots,alternative hip hop,1
2017,Erick Sermon,alternative hip hop,1
2016,A Tribe Called Quest,alternative hip hop,1
2016,RZA,alternative hip hop,1
2016,A Tribe Called Quest,alternative hip hop,1
2015,Pharoahe Monch,alternative hip hop,1
2012,Q-Tip,alternative hip hop,1
2010,Common,alternative hip hop,1
2009,Black Moon,alternative hip hop,1
2009,Common,alternative hip hop,1
2009,Slick Rick,alternative hip hop,1
2006,Ghostface Killah,alternative hip hop,1
2005,Gorillaz,alternative hip hop,1
2005,Common,alternative hip hop,1
2005,Eric B. & Rakim,alternative hip hop,1
2005,Gorillaz,alternative hip hop,1
2004,The Alchemist,alternative hip hop,1
2004,Slum Village,alternative hip hop,1
2004,Dilated Peoples,alternative hip hop,1
2003,A Tribe Called Quest,alternative hip hop,1
2003,Killer Mike,alternative hip hop,1
2003,Keith Murray,alternative hip hop,1
2003,Common,alternative hip hop,1
2003,Tha Alkaholiks,alternative hip hop,1
2003,Killer Mike,alternative hip hop,1
2002,Talib Kweli,alternative hip hop,1
2002,Clipse,alternative hip hop,1
2002,Clipse,alternative hip hop,1
2002,Slum Village,alternative hip hop,1
2002,Erick Sermon,alternative hip hop,1
2001,Gorillaz,alternative hip hop,1
2001,Killer Mike,alternative hip hop,1
2001,Erick Sermon,alternative hip hop,1
2000,Ghostface Killah,alternative hip hop,1
1999,Q-Tip,alternative hip hop,1
1999,Pharoahe Monch,alternative hip hop,1
1999,The Beatnuts,alternative hip hop,1
1999,Keith Murray,alternative hip hop,1
1998,Brand Nubian,alternative hip hop,1
1998,Black Star,alternative hip hop,1
1998,A Tribe Called Quest,alternative hip hop,1
1998,Gang Starr,alternative hip hop,1
1998,Heltah Skeltah,alternative hip hop,1
1997,Camp Lo,alternative hip hop,1
1996,Erick Sermon,alternative hip hop,1
1996,The Roots,alternative hip hop,1
1996,Sadat X,alternative hip hop,1
1996,Keith Murray,alternative hip hop,1
1995,The Pharcyde,alternative hip hop,1
1995,Kool G Rap,alternative hip hop,1
1995,The Pharcyde,alternative hip hop,1
1995,GZA,alternative hip hop,1
1995,AZ,alternative hip hop,1
1995,Grand Puba,alternative hip hop,1
1995,Group Home,alternative hip hop,1
1995,GZA,alternative hip hop,1
1995,GZA,alternative hip hop,1
1995,Ol' Dirty Bastard,alternative hip hop,1
1995,Smif-N-Wessun,alternative hip hop,1
1994,Pete Rock & C.L. Smooth,alternative hip hop,1
1994,Slick Rick,alternative hip hop,1
1994,Brand Nubian,alternative hip hop,1
1994,Gang Starr,alternative hip hop,1
1994,Keith Murray,alternative hip hop,1
1994,Keith Murray,alternative hip hop,1
1993,A Tribe Called Quest,alternative hip hop,1
1993,Erick Sermon,alternative hip hop,1
1993,Digable Planets,alternative hip hop,1
1993,Brand Nubian,alternative hip hop,1
1993,Brand Nubian,alternative hip hop,1
1993,Black Moon,alternative hip hop,1
1993,Souls Of Mischief,alternative hip hop,1
1992,The Pharcyde,alternative hip hop,1
1992,Pete Rock & C.L. Smooth,alternative hip hop,1
1992,Grand Puba,alternative hip hop,1
1991,Black Sheep,alternative hip hop,1
1991,Black Sheep,alternative hip hop,1
2019,Nine Inch Nails,alternative metal,1
2018,Bad Wolves,alternative metal,1
2018,P.O.D.,alternative metal,1
2018,Creed,alternative metal,1
2017,Limp Bizkit,alternative metal,1
2015,Disturbed,alternative metal,1
2015,Breaking Benjamin,alternative metal,1
2015,Kid Rock,alternative metal,1
2013,Avenged Sevenfold,alternative metal,1
2013,The Smashing Pumpkins,alternative metal,1
2012,Linkin Park,alternative metal,1
2012,Linkin Park,alternative metal,1
2012,Shinedown,alternative metal,1
2012,3 Doors Down,alternative metal,1
2011,Nickelback,alternative metal,1
2011,Nickelback,alternative metal,1
2011,Evanescence,alternative metal,1
2011,Foo Fighters,alternative metal,1
2011,Evanescence,alternative metal,1
2011,Five Finger Death Punch,alternative metal,1
2011,Seether,alternative metal,1
2011,Foo Fighters,alternative metal,1
2011,3 Doors Down,alternative metal,1
2011,Rise Against,alternative metal,1
2011,Breaking Benjamin,alternative metal,1
2011,Breaking Benjamin,alternative metal,1
2011,Aaron Lewis,alternative metal,1
2010,Linkin Park,alternative metal,1
2010,Linkin Park,alternative metal,1
2010,Linkin Park,alternative metal,1
2010,Soundgarden,alternative metal,1
2010,Avenged Sevenfold,alternative metal,1
2010,Disturbed,alternative metal,1
2010,Lifehouse,alternative metal,1
2010,Godsmack,alternative metal,1
2010,My Darkest Days,alternative metal,1
2010,Lifehouse,alternative metal,1
2009,Creed,alternative metal,1
2009,Three Days Grace,alternative metal,1
2009,Breaking Benjamin,alternative metal,1
2009,Foo Fighters,alternative metal,1
2009,Alice In Chains,alternative metal,1
2009,Linkin Park,alternative metal,1
2009,Creed,alternative metal,1
2009,Skillet,alternative metal,1
2009,Daughtry,alternative metal,1
2009,Silversun Pickups,alternative metal,1
2009,Papa Roach,alternative metal,1
2009,Sick Puppies,alternative metal,1
2008,Nickelback,alternative metal,1
2008,Shinedown,alternative metal,1
2008,Theory of a Deadman,alternative metal,1
2008,Shinedown,alternative metal,1
2008,Nickelback,alternative metal,1
2008,Shinedown,alternative metal,1
2008,Theory of a Deadman,alternative metal,1
2008,Shinedown,alternative metal,1
2008,Nickelback,alternative metal,1
2008,Nickelback,alternative metal,1
2008,The Offspring,alternative metal,1
2008,Saving Abel,alternative metal,1
2008,Theory of a Deadman,alternative metal,1
2008,Hinder,alternative metal,1
2008,Nickelback,alternative metal,1
2008,Nickelback,alternative metal,1
2008,3 Doors Down,alternative metal,1
2008,Staind,alternative metal,1
2008,Disturbed,alternative metal,1
2008,Disturbed,alternative metal,1
2008,3 Doors Down,alternative metal,1
2008,Linkin Park,alternative metal,1
2007,Seether,alternative metal,1
2007,Lifehouse,alternative metal,1
2007,Linkin Park,alternative metal,1
2007,Kid Rock,alternative metal,1
2007,Seether,alternative metal,1
2007,Lifehouse,alternative metal,1
2007,Puddle Of Mudd,alternative metal,1
2007,Finger Eleven,alternative metal,1
2007,Linkin Park,alternative metal,1
2007,Foo Fighters,alternative metal,1
2007,Seether,alternative metal,1
2007,Good Charlotte,alternative metal,1
2007,Foo Fighters,alternative metal,1
2007,Linkin Park,alternative metal,1
2007,Lifehouse,alternative metal,1
2007,Serj Tankian,alternative metal,1
2007,Linkin Park,alternative metal,1
2007,The Smashing Pumpkins,alternative metal,1
2007,Linkin Park,alternative metal,1
2007,Blue October,alternative metal,1
2007,Nine Inch Nails,alternative metal,1
2007,Blue October,alternative metal,1
2007,Godsmack,alternative metal,1
2007,Three Days Grace,alternative metal,1
2007,Three Days Grace,alternative metal,1
2007,Three Days Grace,alternative metal,1
2007,Chad Kroeger,alternative metal,1
2007,Good Charlotte,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Buckcherry,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Three Days Grace,alternative metal,1
2006,Papa Roach,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Breaking Benjamin,alternative metal,1
2006,Incubus,alternative metal,1
2006,Three Days Grace,alternative metal,1
2006,Incubus,alternative metal,1
2006,Evanescence,alternative metal,1
2006,AFI,alternative metal,1
2006,Three Days Grace,alternative metal,1
2006,Buckcherry,alternative metal,1
2006,AFI,alternative metal,1
2006,Audioslave,alternative metal,1
2006,Tenacious D,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Daughtry,alternative metal,1
2006,Stone Sour,alternative metal,1
2006,P.O.D.,alternative metal,1
2005,Nickelback,alternative metal,1
2005,Hinder,alternative metal,1
2005,Nickelback,alternative metal,1
2005,Hinder,alternative metal,1
2005,Nickelback,alternative metal,1
2005,Nickelback,alternative metal,1
2005,Korn,alternative metal,1
2005,Shinedown,alternative metal,1
2005,Nickelback,alternative metal,1
2005,Lifehouse,alternative metal,1
2005,Nine Inch Nails,alternative metal,1
2005,10 Years,alternative metal,1
2005,Nickelback,alternative metal,1
2005,System Of A Down,alternative metal,1
2005,Avenged Sevenfold,alternative metal,1
2005,Korn,alternative metal,1
2005,Foo Fighters,alternative metal,1
2005,Shinedown,alternative metal,1
2005,Seether,alternative metal,1
2005,Disturbed,alternative metal,1
2005,Nine Inch Nails,alternative metal,1
2005,Audioslave,alternative metal,1
2005,Staind,alternative metal,1
2005,Foo Fighters,alternative metal,1
2005,System Of A Down,alternative metal,1
2005,Nine Inch Nails,alternative metal,1
2005,Audioslave,alternative metal,1
2005,Queens of the Stone Age,alternative metal,1
2005,The Mars Volta,alternative metal,1
2005,The Offspring,alternative metal,1
2005,Flyleaf,alternative metal,1
2005,Mudvayne,alternative metal,1
2005,Fuel,alternative metal,1
2004,Papa Roach,alternative metal,1
2004,Breaking Benjamin,alternative metal,1
2004,Good Charlotte,alternative metal,1
2004,Papa Roach,alternative metal,1
2004,Chevelle,alternative metal,1
2004,Crossfade,alternative metal,1
2004,311,alternative metal,1
2004,Incubus,alternative metal,1
2004,Nine Inch Nails,alternative metal,1
2004,Velvet Revolver,alternative metal,1
2004,Velvet Revolver,alternative metal,1
2003,Linkin Park,alternative metal,1
2003,Hoobastank,alternative metal,1
2003,Linkin Park,alternative metal,1
2003,Nickelback,alternative metal,1
2003,Linkin Park,alternative metal,1
2003,Evanescence,alternative metal,1
2003,Nickelback,alternative metal,1
2003,A Perfect Circle,alternative metal,1
2003,Nickelback,alternative metal,1
2003,Limp Bizkit,alternative metal,1
2003,Fuel,alternative metal,1
2003,The Offspring,alternative metal,1
2003,Puddle Of Mudd,alternative metal,1
2003,Staind,alternative metal,1
2003,A Perfect Circle,alternative metal,1
2003,Linkin Park,alternative metal,1
2003,Korn,alternative metal,1
2003,Jane's Addiction,alternative metal,1
2003,Cold,alternative metal,1
2003,Linkin Park,alternative metal,1
2003,Staind,alternative metal,1
2003,Godsmack,alternative metal,1
2003,Evanescence,alternative metal,1
2003,Chad Kroeger,alternative metal,1
2002,3 Doors Down,alternative metal,1
2002,3 Doors Down,alternative metal,1
2002,Audioslave,alternative metal,1
2002,Trapt,alternative metal,1
2002,Good Charlotte,alternative metal,1
2002,Trapt,alternative metal,1
2002,Audioslave,alternative metal,1
2002,Saliva,alternative metal,1
2002,3 Doors Down,alternative metal,1
2002,Foo Fighters,alternative metal,1
2002,Audioslave,alternative metal,1
2002,Good Charlotte,alternative metal,1
2002,Queens of the Stone Age,alternative metal,1
2002,Seether,alternative metal,1
2002,Saliva,alternative metal,1
2002,Good Charlotte,alternative metal,1
2002,Foo Fighters,alternative metal,1
2002,Stone Sour,alternative metal,1
2002,Audioslave,alternative metal,1
2002,Lifehouse,alternative metal,1
2002,Disturbed,alternative metal,1
2002,Our Lady Peace,alternative metal,1
2002,Papa Roach,alternative metal,1
2002,Filter,alternative metal,1
2002,Korn,alternative metal,1
2002,Good Charlotte,alternative metal,1
2002,Chad Kroeger,alternative metal,1
2002,Chevelle,alternative metal,1
2002,Chevelle,alternative metal,1
2001,Puddle Of Mudd,alternative metal,1
2001,Creed,alternative metal,1
2001,System Of A Down,alternative metal,1
2001,Hoobastank,alternative metal,1
2001,Puddle Of Mudd,alternative metal,1
2001,Nickelback,alternative metal,1
2001,Nickelback,alternative metal,1
2001,System Of A Down,alternative metal,1
2001,Staind,alternative metal,1
2001,Hoobastank,alternative metal,1
2001,P.O.D.,alternative metal,1
2001,System Of A Down,alternative metal,1
2001,Creed,alternative metal,1
2001,Staind,alternative metal,1
2001,Puddle Of Mudd,alternative metal,1
2001,Staind,alternative metal,1
2001,Incubus,alternative metal,1
2001,Alien Ant Farm,alternative metal,1
2001,Sum 41,alternative metal,1
2001,TOOL,alternative metal,1
2001,Papa Roach,alternative metal,1
2001,The Smashing Pumpkins,alternative metal,1
2001,The Smashing Pumpkins,alternative metal,1
2001,The Smashing Pumpkins,alternative metal,1
2001,Sugar Ray,alternative metal,1
2001,Staind,alternative metal,1
2001,Default,alternative metal,1
2000,Linkin Park,alternative metal,1
2000,Lifehouse,alternative metal,1
2000,Linkin Park,alternative metal,1
2000,Fuel,alternative metal,1
2000,Limp Bizkit,alternative metal,1
2000,Linkin Park,alternative metal,1
2000,Everclear,alternative metal,1
2000,Bloodhound Gang,alternative metal,1
2000,3 Doors Down,alternative metal,1
2000,Eve 6,alternative metal,1
2000,3 Doors Down,alternative metal,1
2000,3 Doors Down,alternative metal,1
1999,Incubus,alternative metal,1
1999,Crazy Town,alternative metal,1
1999,Creed,alternative metal,1
1999,Stone Temple Pilots,alternative metal,1
1999,Filter,alternative metal,1
1999,Rage Against The Machine,alternative metal,1
1999,Foo Fighters,alternative metal,1
1999,Live,alternative metal,1
1999,Nine Inch Nails,alternative metal,1
1999,Collective Soul,alternative metal,1
1999,Collective Soul,alternative metal,1
1999,Sugar Ray,alternative metal,1
1999,Limp Bizkit,alternative metal,1
1999,Sugar Ray,alternative metal,1
1999,Limp Bizkit,alternative metal,1
1999,Sugar Ray,alternative metal,1
1999,Limp Bizkit,alternative metal,1
1998,Kid Rock,alternative metal,1
1998,Kid Rock,alternative metal,1
1998,The Offspring,alternative metal,1
1998,Orgy,alternative metal,1
1998,The Offspring,alternative metal,1
1998,Eve 6,alternative metal,1
1998,The Smashing Pumpkins,alternative metal,1
1998,The Smashing Pumpkins,alternative metal,1
1997,Creed,alternative metal,1
1997,Everclear,alternative metal,1
1997,Collective Soul,alternative metal,1
1997,Collective Soul,alternative metal,1
1995,Collective Soul,alternative metal,1
1995,Everclear,alternative metal,1
1995,Seven Mary Three,alternative metal,1
1995,Collective Soul,alternative metal,1
1995,Filter,alternative metal,1
1995,The Presidents Of The United States Of America,alternative metal,1
1994,Collective Soul,alternative metal,1
1994,Live,alternative metal,1
1994,Nine Inch Nails,alternative metal,1
1993,Candlebox,alternative metal,1
1993,Candlebox,alternative metal,1
1992,Blind Melon,alternative metal,1
1992,Faith No More,alternative metal,1
1989,Faith No More,alternative metal,1
1989,Faith No More,alternative metal,1
1988,Danzig,alternative metal,1
1988,Living Colour,alternative metal,1
1988,Living Colour,alternative metal,1
1988,Living Colour,alternative metal,1
2019,Meat Puppets,alternative pop,1
2019,Juliana Hatfield,alternative pop,1
2019,Juliana Hatfield,alternative pop,1
2018,Juliana Hatfield,alternative pop,1
2018,Juliana Hatfield,alternative pop,1
2018,Juliana Hatfield,alternative pop,1
2018,Juliana Hatfield,alternative pop,1
2018,Juliana Hatfield,alternative pop,1
2009,Letters To Cleo,alternative pop,1
2003,Liz Phair,alternative pop,1
1996,Luscious Jackson,alternative pop,1
1995,The Rentals,alternative pop,1
1995,Letters To Cleo,alternative pop,1
1995,Juliana Hatfield,alternative pop,1
1994,The Murmurs,alternative pop,1
1994,Liz Phair,alternative pop,1
1993,The Breeders,alternative pop,1
2010,The Ready Set,alternative pop rock,1
2009,A Rocket To The Moon,alternative pop rock,1
2008,The White Tie Affair,alternative pop rock,1
2018,Janelle Monáe,alternative r&b,1
2017,Frank Ocean,alternative r&b,1
2016,6LACK,alternative r&b,1
2016,Solange,alternative r&b,1
2016,Frank Ocean,alternative r&b,1
2016,Frank Ocean,alternative r&b,1
2016,Frank Ocean,alternative r&b,1
2016,Frank Ocean,alternative r&b,1
2016,Frank Ocean,alternative r&b,1
2013,Jhene Aiko,alternative r&b,1
2012,Frank Ocean,alternative r&b,1
2012,Teyana Taylor,alternative r&b,1
2011,Frank Ocean,alternative r&b,1
2011,Marsha Ambrosius,alternative r&b,1
2011,Marsha Ambrosius,alternative r&b,1
2010,Jazmine Sullivan,alternative r&b,1
2008,Jazmine Sullivan,alternative r&b,1
2008,Jazmine Sullivan,alternative r&b,1
2008,Jazmine Sullivan,alternative r&b,1
2008,Amerie,alternative r&b,1
2002,Amerie,alternative r&b,1
2002,Amerie,alternative r&b,1
2002,D'Angelo,alternative r&b,1
2000,D'Angelo,alternative r&b,1
2000,D'Angelo,alternative r&b,1
1998,D'Angelo,alternative r&b,1
1997,D'Angelo,alternative r&b,1
1995,D'Angelo,alternative r&b,1
1995,D'Angelo,alternative r&b,1
1995,D'Angelo,alternative r&b,1
1995,D'Angelo,alternative r&b,1
2019,Weezer,alternative rock,1
2019,Third Eye Blind,alternative rock,1
2017,Third Eye Blind,alternative rock,1
2017,Third Eye Blind,alternative rock,1
2016,Red Hot Chili Peppers,alternative rock,1
2014,OK Go,alternative rock,1
2014,The Black Keys,alternative rock,1
2014,R.E.M.,alternative rock,1
2013,Pearl Jam,alternative rock,1
2012,Marcy Playground,alternative rock,1
2012,The New Pornographers,alternative rock,1
2011,The Black Keys,alternative rock,1
2011,The Black Keys,alternative rock,1
2011,Red Hot Chili Peppers,alternative rock,1
2011,R.E.M.,alternative rock,1
2011,Beastie Boys,alternative rock,1
2011,Beastie Boys,alternative rock,1
2010,The Black Keys,alternative rock,1
2009,Pearl Jam,alternative rock,1
2009,Weezer,alternative rock,1
2009,Pearl Jam,alternative rock,1
2008,Weezer,alternative rock,1
2008,R.E.M.,alternative rock,1
2008,The Smithereens,alternative rock,1
2008,The Smithereens,alternative rock,1
2008,The Smithereens,alternative rock,1
2008,The Smithereens,alternative rock,1
2008,The Smithereens,alternative rock,1
2008,The Smithereens,alternative rock,1
2007,Radiohead,alternative rock,1
2007,The White Stripes,alternative rock,1
2007,The Goo Goo Dolls,alternative rock,1
2007,Modest Mouse,alternative rock,1
2007,The Goo Goo Dolls,alternative rock,1
2007,The Goo Goo Dolls,alternative rock,1
2007,The Goo Goo Dolls,alternative rock,1
2007,The Goo Goo Dolls,alternative rock,1
2006,Red Hot Chili Peppers,alternative rock,1
2006,The Fratellis,alternative rock,1
2006,Red Hot Chili Peppers,alternative rock,1
2006,Red Hot Chili Peppers,alternative rock,1
2006,Pearl Jam,alternative rock,1
2006,The Strokes,alternative rock,1
2006,The Raconteurs,alternative rock,1
2006,The Goo Goo Dolls,alternative rock,1
2005,OK Go,alternative rock,1
2005,Weezer,alternative rock,1
2005,Weezer,alternative rock,1
2005,Franz Ferdinand,alternative rock,1
2005,Beck,alternative rock,1
2005,The White Stripes,alternative rock,1
2005,Beck,alternative rock,1
2005,Alanis Morissette,alternative rock,1
2005,Alanis Morissette,alternative rock,1
2005,Beastie Boys,alternative rock,1
2004,Modest Mouse,alternative rock,1
2004,Beastie Boys,alternative rock,1
2004,Franz Ferdinand,alternative rock,1
2003,Counting Crows,alternative rock,1
2003,Fountains Of Wayne,alternative rock,1
2003,R.E.M.,alternative rock,1
2002,The White Stripes,alternative rock,1
2002,Red Hot Chili Peppers,alternative rock,1
2002,Nirvana,alternative rock,1
2002,Red Hot Chili Peppers,alternative rock,1
2002,Pearl Jam,alternative rock,1
2002,Red Hot Chili Peppers,alternative rock,1
2002,The Goo Goo Dolls,alternative rock,1
2002,Alanis Morissette,alternative rock,1
2002,Counting Crows,alternative rock,1
2001,Smash Mouth,alternative rock,1
2000,The Hives,alternative rock,1
2000,The Wallflowers,alternative rock,1
2000,Pearl Jam,alternative rock,1
2000,Blur,alternative rock,1
1999,Red Hot Chili Peppers,alternative rock,1
1999,Red Hot Chili Peppers,alternative rock,1
1999,Smash Mouth,alternative rock,1
1999,R.E.M.,alternative rock,1
1999,Red Hot Chili Peppers,alternative rock,1
1999,Smash Mouth,alternative rock,1
1999,Lit,alternative rock,1
