ano,name_artist,Gêneros,num
1999,Counting Crows,alternative rock,1
1999,Pearl Jam,alternative rock,1
1999,Toad The Wet Sprocket,alternative rock,1
1998,The Goo Goo Dolls,alternative rock,1
1998,The Goo Goo Dolls,alternative rock,1
1998,Better Than Ezra,alternative rock,1
1998,Hole,alternative rock,1
1998,Alanis Morissette,alternative rock,1
1998,The Goo Goo Dolls,alternative rock,1
1998,Alanis Morissette,alternative rock,1
1998,Hole,alternative rock,1
1998,R.E.M.,alternative rock,1
1998,Beastie Boys,alternative rock,1
1998,Pearl Jam,alternative rock,1
1998,Pearl Jam,alternative rock,1
1998,Cake,alternative rock,1
1997,Third Eye Blind,alternative rock,1
1997,The Verve,alternative rock,1
1997,Third Eye Blind,alternative rock,1
1997,Morrissey,alternative rock,1
1996,Beck,alternative rock,1
1996,Beck,alternative rock,1
1996,Better Than Ezra,alternative rock,1
1996,R.E.M.,alternative rock,1
1996,R.E.M.,alternative rock,1
1996,Beck,alternative rock,1
1996,R.E.M.,alternative rock,1
1996,Pearl Jam,alternative rock,1
1996,XTC,alternative rock,1
1995,The Goo Goo Dolls,alternative rock,1
1995,Radiohead,alternative rock,1
1995,Better Than Ezra,alternative rock,1
1995,Better Than Ezra,alternative rock,1
1995,Spacehog,alternative rock,1
1995,Soul Asylum,alternative rock,1
1995,Soul Asylum,alternative rock,1
1994,Blues Traveler,alternative rock,1
1994,Blues Traveler,alternative rock,1
1994,Sponge,alternative rock,1
1994,R.E.M.,alternative rock,1
1994,R.E.M.,alternative rock,1
1994,Hole,alternative rock,1
1994,Toad The Wet Sprocket,alternative rock,1
1994,R.E.M.,alternative rock,1
1994,Weezer,alternative rock,1
1994,The Jesus and Mary Chain,alternative rock,1
1994,Spin Doctors,alternative rock,1
1994,Beck,alternative rock,1
1994,Spin Doctors,alternative rock,1
1994,New Order,alternative rock,1
1994,New Order,alternative rock,1
1993,The Flaming Lips,alternative rock,1
1993,Mazzy Star,alternative rock,1
1993,Radiohead,alternative rock,1
1993,Porno for Pyros,alternative rock,1
1993,Red Hot Chili Peppers,alternative rock,1
1992,Gin Blossoms,alternative rock,1
1992,R.E.M.,alternative rock,1
1992,Gin Blossoms,alternative rock,1
1992,Soul Asylum,alternative rock,1
1992,R.E.M.,alternative rock,1
1992,R.E.M.,alternative rock,1
1992,Beastie Boys,alternative rock,1
1992,New Order,alternative rock,1
1991,Spin Doctors,alternative rock,1
1991,Toad The Wet Sprocket,alternative rock,1
1991,Toad The Wet Sprocket,alternative rock,1
1991,Red Hot Chili Peppers,alternative rock,1
1991,Nirvana,alternative rock,1
1991,Red Hot Chili Peppers,alternative rock,1
1991,Nirvana,alternative rock,1
1991,The Smithereens,alternative rock,1
1991,Nirvana,alternative rock,1
1991,Siouxsie and the Banshees,alternative rock,1
1991,R.E.M.,alternative rock,1
1991,R.E.M.,alternative rock,1
1991,Blur,alternative rock,1
1991,Spin Doctors,alternative rock,1
1991,Spin Doctors,alternative rock,1
1990,DEVO,alternative rock,1
1989,The Smithereens,alternative rock,1
1989,The Smithereens,alternative rock,1
1989,Beastie Boys,alternative rock,1
1989,New Order,alternative rock,1
1988,Siouxsie and the Banshees,alternative rock,1
1988,The Church,alternative rock,1
1988,The Smithereens,alternative rock,1
1987,R.E.M.,alternative rock,1
1987,R.E.M.,alternative rock,1
1986,New Order,alternative rock,1
1986,Beastie Boys,alternative rock,1
1986,R.E.M.,alternative rock,1
1983,R.E.M.,alternative rock,1
1980,DEVO,alternative rock,1
2019,Hamilton Camp,american folk revival,1
2017,"Peter, Paul and Mary",american folk revival,1
2014,Judy Collins,american folk revival,1
2011,Glenn Yarbrough,american folk revival,1
2011,Glenn Yarbrough,american folk revival,1
2011,The New Christy Minstrels,american folk revival,1
2006,Joan Baez,american folk revival,1
2006,Buffy Sainte-Marie,american folk revival,1
2006,Joan Baez,american folk revival,1
2006,Joan Baez,american folk revival,1
2006,Joan Baez,american folk revival,1
2001,Judy Collins,american folk revival,1
2001,Judy Collins,american folk revival,1
2001,Judy Collins,american folk revival,1
2001,Judy Collins,american folk revival,1
1999,Pete Seeger,american folk revival,1
1998,The Serendipity Singers,american folk revival,1
1998,The Serendipity Singers,american folk revival,1
1997,Judy Collins,american folk revival,1
1995,Judy Collins,american folk revival,1
1979,Judy Collins,american folk revival,1
1975,Judy Collins,american folk revival,1
1975,Joan Baez,american folk revival,1
1975,Joan Baez,american folk revival,1
1974,Buffy Sainte-Marie,american folk revival,1
1973,David Blue,american folk revival,1
1972,Joan Baez,american folk revival,1
1972,Buffy Sainte-Marie,american folk revival,1
1970,"Peter, Paul and Mary",american folk revival,1
1970,"Peter, Paul and Mary",american folk revival,1
1969,"Peter, Paul and Mary",american folk revival,1
1968,Judy Collins,american folk revival,1
1967,"Peter, Paul and Mary",american folk revival,1
1967,"Peter, Paul and Mary",american folk revival,1
1966,"Peter, Paul and Mary",american folk revival,1
1965,Pozo Seco Singers,american folk revival,1
1965,Pozo Seco Singers,american folk revival,1
1965,Pozo Seco Singers,american folk revival,1
1965,Pozo Seco Singers,american folk revival,1
1965,Pozo Seco Singers,american folk revival,1
1965,Pozo Seco Singers,american folk revival,1
1965,"Peter, Paul and Mary",american folk revival,1
1965,Gale Garnett,american folk revival,1
1964,Gale Garnett,american folk revival,1
1964,The New Christy Minstrels,american folk revival,1
1963,Chad Mitchell Trio,american folk revival,1
1963,The Kingston Trio,american folk revival,1
1963,"Peter, Paul and Mary",american folk revival,1
1963,"Peter, Paul and Mary",american folk revival,1
1997,Chumbawamba,anarcho-punk,1
2018,The Afters,anthem worship,1
2010,Danny Gokey,anthem worship,1
2008,Francesca Battistelli,anthem worship,1
1998,Michael W. Smith,anthem worship,1
1992,Michael W. Smith,anthem worship,1
1992,Michael W. Smith,anthem worship,1
1990,Michael W. Smith,anthem worship,1
1990,Michael W. Smith,anthem worship,1
2014,Weird Al Yankovic,antiviral pop,1
2010,The Gregory Brothers,antiviral pop,1
2009,Weird Al Yankovic,antiviral pop,1
2009,Weird Al Yankovic,antiviral pop,1
2006,Weird Al Yankovic,antiviral pop,1
2006,Weird Al Yankovic,antiviral pop,1
1992,Weird Al Yankovic,antiviral pop,1
1988,Weird Al Yankovic,antiviral pop,1
1984,Weird Al Yankovic,antiviral pop,1
1984,Weird Al Yankovic,antiviral pop,1
1983,Weird Al Yankovic,antiviral pop,1
1965,Flatt & Scruggs,appalachian folk,1
1996,Bulldog,argentine punk,1
2019,Justin Moore,arkansas country,1
2019,Justin Moore,arkansas country,1
2018,Justin Moore,arkansas country,1
2016,Justin Moore,arkansas country,1
2016,Justin Moore,arkansas country,1
2014,Johnny Cash,arkansas country,1
2013,Joe Nichols,arkansas country,1
2013,Joe Nichols,arkansas country,1
2011,Justin Moore,arkansas country,1
2011,Justin Moore,arkansas country,1
2011,Justin Moore,arkansas country,1
2011,Tracy Lawrence,arkansas country,1
2011,Joe Nichols,arkansas country,1
2011,Joe Nichols,arkansas country,1
2011,Joe Nichols,arkansas country,1
2011,Joe Nichols,arkansas country,1
2011,Joe Nichols,arkansas country,1
2007,Joe Nichols,arkansas country,1
2007,Tracy Lawrence,arkansas country,1
2007,Tracy Lawrence,arkansas country,1
2005,Joe Nichols,arkansas country,1
2005,Joe Nichols,arkansas country,1
2005,Joe Nichols,arkansas country,1
2005,Narvel Felts,arkansas country,1
2005,Narvel Felts,arkansas country,1
2005,Barbara Fairchild,arkansas country,1
2005,Johnny Cash,arkansas country,1
2005,Johnny Cash,arkansas country,1
2005,Johnny Cash,arkansas country,1
2004,Conway Twitty,arkansas country,1
2002,Joe Nichols,arkansas country,1
2002,Johnny Cash,arkansas country,1
2002,Johnny Cash,arkansas country,1
2002,Johnny Cash,arkansas country,1
2002,Collin Raye,arkansas country,1
1998,Collin Raye,arkansas country,1
1998,Collin Raye,arkansas country,1
1998,Barbara Fairchild,arkansas country,1
1997,Charlie Rich,arkansas country,1
1997,Charlie Rich,arkansas country,1
1996,Jim Ed Brown,arkansas country,1
1995,Collin Raye,arkansas country,1
1994,Tracy Lawrence,arkansas country,1
1994,Conway Twitty,arkansas country,1
1993,Tracy Lawrence,arkansas country,1
1978,Conway Twitty,arkansas country,1
1978,Tommy Cash,arkansas country,1
1976,Johnny Cash,arkansas country,1
1973,Charlie Rich,arkansas country,1
1973,Charlie Rich,arkansas country,1
1973,Charlie Rich,arkansas country,1
1973,Charlie Rich,arkansas country,1
1973,Charlie Rich,arkansas country,1
1973,Charlie Rich,arkansas country,1
1971,Johnny Cash,arkansas country,1
1970,Conway Twitty,arkansas country,1
1970,Johnny Cash,arkansas country,1
1970,Johnny Cash,arkansas country,1
1970,Charlie Rich,arkansas country,1
1969,Johnny Cash,arkansas country,1
1969,Charlie Rich,arkansas country,1
1967,Johnny Cash,arkansas country,1
1966,Johnny Cash,arkansas country,1
1965,Johnny Cash,arkansas country,1
1965,Charlie Rich,arkansas country,1
1964,Johnny Cash,arkansas country,1
1964,Lefty Frizzell,arkansas country,1
1957,Johnny Cash,arkansas country,1
2019,Tori Amos,art pop,1
2019,Tori Amos,art pop,1
2017,Lorde,art pop,1
2017,Lorde,art pop,1
2014,Lorde,art pop,1
2013,Lorde,art pop,1
2013,Lorde,art pop,1
2013,Lorde,art pop,1
2013,Lorde,art pop,1
2012,Tori Amos,art pop,1
2011,Kate Bush,art pop,1
2010,Grace Jones,art pop,1
2007,Feist,art pop,1
2004,Karen O,art pop,1
1999,Tori Amos,art pop,1
1998,Tori Amos,art pop,1
1998,Pet Shop Boys,art pop,1
1998,Pet Shop Boys,art pop,1
1998,Pet Shop Boys,art pop,1
1998,Pet Shop Boys,art pop,1
1998,Pet Shop Boys,art pop,1
1998,Pet Shop Boys,art pop,1
1998,Pet Shop Boys,art pop,1
1998,Pet Shop Boys,art pop,1
1998,Pet Shop Boys,art pop,1
1996,Fiona Apple,art pop,1
1994,Tori Amos,art pop,1
1990,Pet Shop Boys,art pop,1
1985,Kate Bush,art pop,1
1982,Sparks,art pop,1
1978,Kate Bush,art pop,1
1977,Grace Jones,art pop,1
2019,The Lovin' Spoonful,art rock,1
2019,Love,art rock,1
2018,Talking Heads,art rock,1
2017,The Psychedelic Furs,art rock,1
2017,Love,art rock,1
2017,The Spencer Davis Group,art rock,1
2017,Harry Nilsson,art rock,1
2016,Simple Minds,art rock,1
2016,Simple Minds,art rock,1
2016,Greg Lake,art rock,1
2016,The Hollies,art rock,1
2014,The Hollies,art rock,1
2014,Greg Lake,art rock,1
2013,Simple Minds,art rock,1
2013,The Zombies,art rock,1
2013,The Spencer Davis Group,art rock,1
2011,Scritti Politti,art rock,1
2010,The Hollies,art rock,1
2010,The Hollies,art rock,1
2010,The Hollies,art rock,1
2010,The Hollies,art rock,1
2010,The Spencer Davis Group,art rock,1
2009,The Lovin' Spoonful,art rock,1
2009,Orchestral Manoeuvres In The Dark,art rock,1
2008,Talking Heads,art rock,1
2008,Simple Minds,art rock,1
2007,Chris Rea,art rock,1
2007,Chris Rea,art rock,1
2007,The Zombies,art rock,1
2006,Talking Heads,art rock,1
2004,Jefferson Airplane,art rock,1
2003,Thompson Twins,art rock,1
2003,Thompson Twins,art rock,1
2003,Thompson Twins,art rock,1
2003,Donovan,art rock,1
2003,Donovan,art rock,1
2001,ABC,art rock,1
2000,The Lovin' Spoonful,art rock,1
2000,The Lovin' Spoonful,art rock,1
2000,The Lovin' Spoonful,art rock,1
2000,The Lovin' Spoonful,art rock,1
1999,Elvis Costello,art rock,1
1998,Orchestral Manoeuvres In The Dark,art rock,1
1997,Talk Talk,art rock,1
1997,The Hollies,art rock,1
1995,The Human League,art rock,1
1994,Thomas Dolby,art rock,1
1993,The Hollies,art rock,1
1993,The Hollies,art rock,1
1993,The Hollies,art rock,1
1993,The Hollies,art rock,1
1993,Iron Butterfly,art rock,1
1993,Iron Butterfly,art rock,1
1992,The B-52's,art rock,1
1992,Talking Heads,art rock,1
1992,Talking Heads,art rock,1
1992,Small Faces,art rock,1
1992,The Zombies,art rock,1
1992,The Zombies,art rock,1
1990,The Human League,art rock,1
1990,Talk Talk,art rock,1
1990,Talk Talk,art rock,1
1989,The B-52's,art rock,1
1989,The B-52's,art rock,1
1989,The B-52's,art rock,1
1989,Thompson Twins,art rock,1
1989,Adrian Belew,art rock,1
1989,Elvis Costello,art rock,1
1989,Level 42,art rock,1
1989,Level 42,art rock,1
1988,Chris Rea,art rock,1
1988,Scritti Politti,art rock,1
1988,Thompson Twins,art rock,1
1988,Thompson Twins,art rock,1
1988,The Human League,art rock,1
1988,Thompson Twins,art rock,1
1987,Squeeze,art rock,1
1987,Squeeze,art rock,1
1987,Chris Rea,art rock,1
1987,ABC,art rock,1
1987,Level 42,art rock,1
1987,Julian Cope,art rock,1
1986,The Human League,art rock,1
1986,The Human League,art rock,1
1986,Orchestral Manoeuvres In The Dark,art rock,1
1986,The Hollies,art rock,1
1986,The Hollies,art rock,1
1985,Orchestral Manoeuvres In The Dark,art rock,1
1985,Scritti Politti,art rock,1
1985,Orchestral Manoeuvres In The Dark,art rock,1
1985,Harry Nilsson,art rock,1
1985,Level 42,art rock,1
1985,ABC,art rock,1
1985,Thompson Twins,art rock,1
1985,ABC,art rock,1
1985,Simple Minds,art rock,1
1984,The Style Council,art rock,1
1984,The Human League,art rock,1
1984,The Style Council,art rock,1
1984,Thomas Dolby,art rock,1
1984,Ultravox,art rock,1
1984,Thompson Twins,art rock,1
1984,Thompson Twins,art rock,1
1984,Thompson Twins,art rock,1
1984,Talking Heads,art rock,1
1983,The B-52's,art rock,1
1983,Thomas Dolby,art rock,1
1983,ABC,art rock,1
1983,The Human League,art rock,1
1983,Elvis Costello & The Attractions,art rock,1
1983,Talking Heads,art rock,1
1982,Donald Fagen,art rock,1
1982,ABC,art rock,1
1982,Heaven 17,art rock,1
1982,Chris Rea,art rock,1
1981,The Psychedelic Furs,art rock,1
1981,The Human League,art rock,1
1981,Squeeze,art rock,1
1980,The Psychedelic Furs,art rock,1
1980,The Psychedelic Furs,art rock,1
1980,The B-52's,art rock,1
1979,The B-52's,art rock,1
1979,Gary Numan,art rock,1
1979,Patti Smith,art rock,1
1978,Chris Rea,art rock,1
1978,Patti Smith,art rock,1
1978,The Hollies,art rock,1
1978,The Hollies,art rock,1
1978,The Hollies,art rock,1
1978,The Hollies,art rock,1
1978,The Hollies,art rock,1
1978,The Hollies,art rock,1
1975,Greg Lake,art rock,1
1975,The Hollies,art rock,1
1974,Nektar,art rock,1
1973,Harry Nilsson,art rock,1
1972,Lou Reed,art rock,1
1972,Harry Nilsson,art rock,1
1972,Harry Nilsson,art rock,1
1971,Jefferson Airplane,art rock,1
1971,The Hollies,art rock,1
1971,Argent,art rock,1
1971,Harry Nilsson,art rock,1
1971,Harry Nilsson,art rock,1
1971,Harry Nilsson,art rock,1
1970,Harry Nilsson,art rock,1
1970,Donovan,art rock,1
1970,Iron Butterfly,art rock,1
1969,Harry Nilsson,art rock,1
1969,Donovan,art rock,1
1969,Iron Butterfly,art rock,1
1969,Donovan,art rock,1
1969,The Hollies,art rock,1
1969,The Lovin' Spoonful,art rock,1
1969,The Lovin' Spoonful,art rock,1
1968,Jefferson Airplane,art rock,1
1968,Jefferson Airplane,art rock,1
1968,Donovan,art rock,1
1968,Donovan,art rock,1
1967,Jefferson Airplane,art rock,1
1967,Jefferson Airplane,art rock,1
1967,Jefferson Airplane,art rock,1
1967,Jefferson Airplane,art rock,1
1967,Small Faces,art rock,1
1967,Donovan,art rock,1
1967,Donovan,art rock,1
1967,The Lovin' Spoonful,art rock,1
1966,The Spencer Davis Group,art rock,1
1966,Donovan,art rock,1
1966,The Lovin' Spoonful,art rock,1
1966,The Lovin' Spoonful,art rock,1
1965,Donovan,art rock,1
1965,The Zombies,art rock,1
1965,The Walker Brothers,art rock,1
1965,The Spencer Davis Group,art rock,1
1965,The Lovin' Spoonful,art rock,1
1965,The Lovin' Spoonful,art rock,1
1965,The Lovin' Spoonful,art rock,1
2019,Waka Flocka Flame,atl hip hop,1
2019,Jermaine Dupri,atl hip hop,1
2018,Lil Baby,atl hip hop,1
2018,Jacquees,atl hip hop,1
2018,Lil Baby,atl hip hop,1
2018,Lil Baby,atl hip hop,1
2018,Lil Baby,atl hip hop,1
2018,Takeoff,atl hip hop,1
2018,Takeoff,atl hip hop,1
2018,Quavo,atl hip hop,1
2018,Quavo,atl hip hop,1
2018,Childish Gambino,atl hip hop,1
2018,Migos,atl hip hop,1
2018,Childish Gambino,atl hip hop,1
2018,Childish Gambino,atl hip hop,1
2018,Future,atl hip hop,1
2018,Future,atl hip hop,1
2018,Future,atl hip hop,1
2018,Future,atl hip hop,1
2018,Rich The Kid,atl hip hop,1
2018,Lil Baby,atl hip hop,1
2018,Migos,atl hip hop,1
2018,Migos,atl hip hop,1
2018,Migos,atl hip hop,1
2018,Migos,atl hip hop,1
2018,Migos,atl hip hop,1
2018,Migos,atl hip hop,1
2018,Jacquees,atl hip hop,1
2018,Ludacris,atl hip hop,1
2017,21 Savage,atl hip hop,1
2017,Future,atl hip hop,1
2017,Future,atl hip hop,1
2017,Future,atl hip hop,1
2017,Playboi Carti,atl hip hop,1
